mets	metNames	compartment	metFormulas
MAM00131x	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA	Peroxisome	C45H70N7O17P3S
MAM00131r	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA	Endoplasmic reticulum	C45H70N7O17P3S
MAM00132c	(9Z,12Z,15Z,18Z)-TTA	Cytosol	C24H39O2
MAM00132l	(9Z,12Z,15Z,18Z)-TTA	Lysosome	C24H39O2
MAM00132r	(9Z,12Z,15Z,18Z)-TTA	Endoplasmic reticulum	C24H39O2
MAM00132e	(9Z,12Z,15Z,18Z)-TTA	Extracellular	C24H39O2
MAM00133c	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine	Cytosol	C31H51NO4
MAM00133r	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine	Endoplasmic reticulum	C31H51NO4
MAM00134c	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA	Cytosol	C45H68N7O17P3S
MAM00134x	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA	Peroxisome	C45H68N7O17P3S
MAM00134r	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA	Endoplasmic reticulum	C45H68N7O17P3S
MAM00135c	(9Z,12Z,15Z,18Z,21Z)-TPA	Cytosol	C24H37O2
MAM00135l	(9Z,12Z,15Z,18Z,21Z)-TPA	Lysosome	C24H37O2
MAM00135r	(9Z,12Z,15Z,18Z,21Z)-TPA	Endoplasmic reticulum	C24H37O2
MAM00135e	(9Z,12Z,15Z,18Z,21Z)-TPA	Extracellular	C24H37O2
MAM00136c	(ADP-D-ribosyl)n+1-acceptor	Cytosol	X
MAM00137c	(ADP-D-ribosyl)n-acceptor	Cytosol	C15H19N5O13P2X
MAM00138g	(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	Golgi apparatus	C76H127N2O60X
MAM00138r	(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	Endoplasmic reticulum	C76H127N2O60X
MAM00139g	(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	Golgi apparatus	C82H137N2O65X
MAM00139r	(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	Endoplasmic reticulum	C82H137N2O65X
MAM00140g	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	Golgi apparatus	C88H147N2O70X
MAM00140r	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	Endoplasmic reticulum	C88H147N2O70X
MAM00141l	(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine	Lysosome	C26H45NO21
MAM00142g	(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	Golgi apparatus	C46H77N2O35X
MAM00143g	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)	Golgi apparatus	C52H87N2O40X
MAM00144g	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)	Golgi apparatus	C52H87N2O40X
MAM00145g	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)	Golgi apparatus	C52H87N2O40X
MAM00146g	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (A)	Golgi apparatus	C58H97N2O45X
MAM00147g	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)	Golgi apparatus	C58H97N2O45X
MAM00148g	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)	Golgi apparatus	C58H97N2O45X
MAM00149g	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)	Golgi apparatus	C58H97N2O45X
MAM00150g	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)	Golgi apparatus	C64H107N2O50X
MAM00151g	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)	Golgi apparatus	C64H107N2O50X
MAM00151r	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)	Endoplasmic reticulum	C64H107N2O50X
MAM00152g	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)	Golgi apparatus	C64H107N2O50X
MAM00153g	(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	Golgi apparatus	C70H117N2O55X
MAM00153r	(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	Endoplasmic reticulum	C70H117N2O55X
MAM00154r	(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1	Endoplasmic reticulum	C188H310N2O77P2
MAM00155c	(indol-3-yl)acetamide	Cytosol	C10H10N2O
MAM00157c	(R)-3-hydroxybutanoate	Cytosol	C4H7O3
MAM00157m	(R)-3-hydroxybutanoate	Mitochondria	C4H7O3
MAM00157e	(R)-3-hydroxybutanoate	Extracellular	C4H7O3
MAM00158c	(R)-3-hydroxybutanoyl-[ACP]	Cytosol	C15H27N2O9PRS
MAM00159m	(R)-3-hydroxybutanoyl-CoA	Mitochondria	C25H38N7O18P3S
MAM00160c	(R)-3-hydroxydecanoyl-[ACP]	Cytosol	C21H39N2O9PRS
MAM00161c	(R)-3-hydroxyoctanoyl-[ACP]	Cytosol	C19H35N2O9PRS
MAM00162c	(R)-3-hydroxypalmitoyl-[ACP]	Cytosol	C27H51N2O9PRS
MAM00163c	(R)-4-phosphopantothenoyl-cysteine	Cytosol	C12H20N2O9PS
MAM00163m	(R)-4-phosphopantothenoyl-cysteine	Mitochondria	C12H20N2O9PS
MAM00164c	(R)-5-diphosphomevalonate	Cytosol	C6H10O10P2
MAM00165c	(R)-5-phosphomevalonate	Cytosol	C6H10O7P
MAM00166m	(R)-methylmalonyl-CoA	Mitochondria	C25H35N7O19P3S
MAM00167c	(R)-mevalonate	Cytosol	C6H11O4
MAM00167x	(R)-mevalonate	Peroxisome	C6H11O4
MAM00168c	(R)-S-lactoylglutathione	Cytosol	C13H20N3O8S
MAM00168m	(R)-S-lactoylglutathione	Mitochondria	C13H20N3O8S
MAM00169c	(S)-2-aminobutanoate	Cytosol	C4H9NO2
MAM00170m	(S)-3-hydroxy-11-cis-octadecenoyl-CoA	Mitochondria	C39H64N7O18P3S
MAM00170x	(S)-3-hydroxy-11-cis-octadecenoyl-CoA	Peroxisome	C39H64N7O18P3S
MAM00171m	(S)-3-hydroxy-2-methylbutyryl-CoA	Mitochondria	C26H40N7O18P3S
MAM00172m	(S)-3-hydroxy-7-hexadecenoyl-CoA	Mitochondria	C37H60N7O18P3S
MAM00172x	(S)-3-hydroxy-7-hexadecenoyl-CoA	Peroxisome	C37H60N7O18P3S
MAM00173m	(S)-3-hydroxybutyryl-CoA	Mitochondria	C25H38N7O18P3S
MAM00173x	(S)-3-hydroxybutyryl-CoA	Peroxisome	C25H38N7O18P3S
MAM00174m	(S)-3-hydroxydodecanoyl-CoA	Mitochondria	C33H54N7O18P3S
MAM00174x	(S)-3-hydroxydodecanoyl-CoA	Peroxisome	C33H54N7O18P3S
MAM00175m	(S)-3-hydroxyhexadecanoyl-CoA	Mitochondria	C37H62N7O18P3S
MAM00175x	(S)-3-hydroxyhexadecanoyl-CoA	Peroxisome	C37H62N7O18P3S
MAM00176m	(S)-3-hydroxyoleyleoyl-CoA	Mitochondria	C39H64N7O18P3S
MAM00176x	(S)-3-hydroxyoleyleoyl-CoA	Peroxisome	C39H64N7O18P3S
MAM00177m	(S)-3-hydroxypalmitoleoyl-CoA	Mitochondria	C37H60N7O18P3S
MAM00177x	(S)-3-hydroxypalmitoleoyl-CoA	Peroxisome	C37H60N7O18P3S
MAM00178m	(S)-3-hydroxytetradecanoyl-CoA	Mitochondria	C35H58N7O18P3S
MAM00178x	(S)-3-hydroxytetradecanoyl-CoA	Peroxisome	C35H58N7O18P3S
MAM00179c	(S)-3-sulfolactate	Cytosol	C3H4O6S
MAM00179m	(S)-3-sulfolactate	Mitochondria	C3H4O6S
MAM00179e	(S)-3-sulfolactate	Extracellular	C3H4O6S
MAM00180c	(S)-dihydroorotate	Cytosol	C5H5N2O4
MAM00181m	(S)-hydroxydecanoyl-CoA	Mitochondria	C31H50N7O18P3S
MAM00181x	(S)-hydroxydecanoyl-CoA	Peroxisome	C31H50N7O18P3S
MAM00182m	(S)-hydroxyhexanoyl-CoA	Mitochondria	C27H42N7O18P3S
MAM00182x	(S)-hydroxyhexanoyl-CoA	Peroxisome	C27H42N7O18P3S
MAM00183m	(S)-hydroxyoctanoyl-CoA	Mitochondria	C29H46N7O18P3S
MAM00183x	(S)-hydroxyoctanoyl-CoA	Peroxisome	C29H46N7O18P3S
MAM00184c	[ACP]	Cytosol	C11H21N2O7PRS
MAM00185c	[apocarboxylase]	Cytosol	XH
MAM00186c	[apotransferin]	Cytosol	C3389H5282N934O1021S50
MAM00186l	[apotransferin]	Lysosome	C3389H5282N934O1021S50
MAM00186e	[apotransferin]	Extracellular	C3389H5282N934O1021S50
MAM00187c	[beta-adrenergic-receptor]	Cytosol	C4H6N2O3R2
MAM00188c	[methionine synthase]-cob(II)alamin	Cytosol	C69H97CoN17O16PR2
MAM00189c	[methionine synthase]-methylcob(I)alamin	Cytosol	C70H100CoN17O16PR2
MAM00190c	[myosin light chain]	Cytosol	C4H6N2O3R2
MAM00191c	[myosin light chain]-phosphate	Cytosol	C4H6N2O6PR2
MAM00192c	[phosphorylase A]	Cytosol	O12P4X2
MAM00193c	[phosphorylase B]	Cytosol	X
MAM00194c	[protein C terminal]-S-farnesyl-L-cysteine	Cytosol	C19H29NO3SR
MAM00195c	[protein C terminal]-S-farnesyl-L-cysteine-methyl ester	Cytosol	C20H32NO3SR
MAM00196c	[protein]	Cytosol	X
MAM00197c	[protein]-L-arginine	Cytosol	C7H14N5O2R2
MAM00198c	[protein]-L-asparagine	Cytosol	XH
MAM00198l	[protein]-L-asparagine	Lysosome	XH
MAM00198r	[protein]-L-asparagine	Endoplasmic reticulum	XH
MAM00199c	[protein]-L-citrulline	Cytosol	C7H12N4O3R2
MAM00200c	[protein]-L-cysteine	Cytosol	C4H6N2O2SR2
MAM00201c	[protein]-L-glutamine	Cytosol	C6H9N3O3R2
MAM00202c	[protein]-L-isoaspartate	Cytosol	C5H6N2O4R2
MAM00203c	[protein]-L-isoaspartate-methyl ester	Cytosol	C6H8N2O4R2
MAM00204c	[protein]-L-lysine	Cytosol	C7H14N3O2R2
MAM00204n	[protein]-L-lysine	Nucleus	C7H14N3O2R2
MAM00204e	[protein]-L-lysine	Extracellular	C7H14N3O2R2
MAM00205c	[protein]-L-serine	Cytosol	XH
MAM00205g	[protein]-L-serine	Golgi apparatus	XH
MAM00205l	[protein]-L-serine	Lysosome	XH
MAM00205r	[protein]-L-serine	Endoplasmic reticulum	XH
MAM00206c	[protein]-L-tyrosine	Cytosol	C10H10N2O3R2
MAM00207c	[protein]-N5-alkylglutamine	Cytosol	C6H8N3O3R3
MAM00208c	[protein]-N6-(dihydrolipoyl)lysine	Cytosol	C1375H2187N381O420S6
MAM00209c	[protein]-N6-(lipoyl)lysine	Cytosol	C1375H2185N381O420S6
MAM00210c	[protein]-N6-(octanoyl)lysine	Cytosol	C1375H2187N381O420S4
MAM00211c	[protein]-N6,N6,N6-trimethyl-L-lysine	Cytosol	C10H20N3O2R2
MAM00211n	[protein]-N6,N6,N6-trimethyl-L-lysine	Nucleus	C10H20N3O2R2
MAM00211r	[protein]-N6,N6,N6-trimethyl-L-lysine	Endoplasmic reticulum	C10H20N3O2R2
MAM00212c	[protein]-N6,N6-dimethyl-L-lysine	Cytosol	C9H18N3O2R2
MAM00212n	[protein]-N6,N6-dimethyl-L-lysine	Nucleus	C9H18N3O2R2
MAM00213c	[protein]-N6-methyl-L-lysine	Cytosol	C8H16N3O2R2
MAM00214c	[protein]-N-ubiquityllysine	Cytosol	C8H13N3O3R3
MAM00215c	[protein]-omega-N-(ADP-D-ribosyl)-L-arginine	Cytosol	C22H33N10O15P2R2
MAM00216c	[protein]-S-methyl-L-cysteine	Cytosol	C5H8N2O2SR2
MAM00217c	[protein]-tyrosine-O-sulfate	Cytosol	C10H9N2O6R2S
MAM00219c	[pyruvate dehydrogenase (acetyl transferring)]	Cytosol	C4H6N2O3R2
MAM00220c	[pyruvate dehydrogenase (acetyl transferring)]-phosphate	Cytosol	C4H5N2O6PR2
MAM00221c	1-(1,2,3,4,5-pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate	Cytosol	C17H22N2O7
MAM00222c	1-(1-alkenyl)-sn-glycero-3-phosphate	Cytosol	C5H10O6PR
MAM00223c	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine	Cytosol	C7H15NO6PR
MAM00224c	1-(1-alkenyl)-sn-glycerol	Cytosol	C5H9O3R
MAM00225c	1-(3-pyridinyl)-1,4-butanediol	Cytosol	C9H13NO2
MAM00226c	1-(methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol	Cytosol	C10H15N3O3
MAM00227c	1,1-dichloroethylene epoxide	Cytosol	C2H2Cl2O
MAM00228c	1,1-dichloroethylene	Cytosol	C2H2Cl2
MAM00228e	1,1-dichloroethylene	Extracellular	C2H2Cl2
MAM00229c	1,2,3,4-tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal	Cytosol	C17H15O8
MAM00230c	1,2,3,4-tetrahydro-beta-carboline	Cytosol	C11H13N2
MAM00231c	1,2-dehydrosalsolinol	Cytosol	C10H11NO2
MAM00232c	1,2-D-glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen	Cytosol	C19H34N3O13R2
MAM00233c	1,2-diacylglycerol-bile-PC pool	Cytosol	C5H6O5R2
MAM00234e	1,2-diacylglycerol-chylomicron pool	Extracellular	C5H6O5R2
MAM00235c	1,2-diacylglycerol-LD-PC pool	Cytosol	C5H6O5R2
MAM00236c	1,2-diacylglycerol-LD-PE pool	Cytosol	C5H6O5R2
MAM00236r	1,2-diacylglycerol-LD-PE pool	Endoplasmic reticulum	C5H6O5R2
MAM00237c	1,2-diacylglycerol-LD-PI pool	Cytosol	C5H6O5R2
MAM00238c	1,2-diacylglycerol-LD-PS pool	Cytosol	C5H6O5R2
MAM00239c	1,2-diacylglycerol-LD-SM pool	Cytosol	C5H6O5R2
MAM00240c	1,2-diacylglycerol-LD-TAG pool	Cytosol	C5H6O5R2
MAM00240g	1,2-diacylglycerol-LD-TAG pool	Golgi apparatus	C5H6O5R2
MAM00240n	1,2-diacylglycerol-LD-TAG pool	Nucleus	C5H6O5R2
MAM00241e	1,2-diacylglycerol-VLDL pool	Extracellular	C5H6O5R2
MAM00242c	1,2-dibromoethane	Cytosol	C2H4Br2
MAM00242e	1,2-dibromoethane	Extracellular	C2H4Br2
MAM00243c	1,2-dihydronaphthalene-1,2-diol	Cytosol	C10H10O2
MAM00244c	1,2-dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene	Cytosol	C10H10O3
MAM00245c	1,2-dihydroxy-5-(methylthio)pent-1-en-3-one	Cytosol	C6H10O3S
MAM00246c	1,2-naphthoquinone	Cytosol	C10H6O2
MAM00247c	1,3-bisphospho-D-glycerate	Cytosol	C3H4O10P2
MAM00248c	1,3-diaminopropane	Cytosol	C3H12N2
MAM00249c	1,4-benzothiazine-O-quinonimine	Cytosol	C12H11N2O5S
MAM00250c	1,4-dihydroxynaphthalene	Cytosol	C10H8O2
MAM00251c	1,4-naphthoquinone	Cytosol	C10H6O2
MAM00252c	10,11-dihydro-12-epi-LTB4	Cytosol	C20H33O4
MAM00252m	10,11-dihydro-12-epi-LTB4	Mitochondria	C20H33O4
MAM00252x	10,11-dihydro-12-epi-LTB4	Peroxisome	C20H33O4
MAM00253c	10,11-dihydro-12-oxo-LTB4	Cytosol	C20H31O4
MAM00253m	10,11-dihydro-12-oxo-LTB4	Mitochondria	C20H31O4
MAM00253x	10,11-dihydro-12-oxo-LTB4	Peroxisome	C20H31O4
MAM00254c	10,11-dihydro-12R-hydroxy-LTC4	Cytosol	C30H47N3O10S
MAM00254m	10,11-dihydro-12R-hydroxy-LTC4	Mitochondria	C30H47N3O10S
MAM00254x	10,11-dihydro-12R-hydroxy-LTC4	Peroxisome	C30H47N3O10S
MAM00255c	10,11-dihydro-20-dihydroxy-LTB4	Cytosol	C20H33O6
MAM00255r	10,11-dihydro-20-dihydroxy-LTB4	Endoplasmic reticulum	C20H33O6
MAM00256c	10,11-dihydro-20-trihydroxy-LTB4	Cytosol	C20H33O7
MAM00256r	10,11-dihydro-20-trihydroxy-LTB4	Endoplasmic reticulum	C20H33O7
MAM00257c	10,11-dihydro-LTB4	Cytosol	C20H33O4
MAM00257m	10,11-dihydro-LTB4	Mitochondria	C20H33O4
MAM00257x	10,11-dihydro-LTB4	Peroxisome	C20H33O4
MAM00257r	10,11-dihydro-LTB4	Endoplasmic reticulum	C20H33O4
MAM00258c	10,11-dihydro-LTB4-CoA	Cytosol	C41H64N7O19P3S
MAM00258m	10,11-dihydro-LTB4-CoA	Mitochondria	C41H64N7O19P3S
MAM00258x	10,11-dihydro-LTB4-CoA	Peroxisome	C41H64N7O19P3S
MAM00258r	10,11-dihydro-LTB4-CoA	Endoplasmic reticulum	C41H64N7O19P3S
MAM00259c	10,11-epoxy-(4Z,7Z)-hexadecadienoic acid	Cytosol	C16H25O3
MAM00260c	10,13,16,19-docosatetraenoic acid	Cytosol	C22H35O2
MAM00260l	10,13,16,19-docosatetraenoic acid	Lysosome	C22H35O2
MAM00260r	10,13,16,19-docosatetraenoic acid	Endoplasmic reticulum	C22H35O2
MAM00260e	10,13,16,19-docosatetraenoic acid	Extracellular	C22H35O2
MAM00261c	10,13,16,19-docosatetraenoylcarnitine	Cytosol	C29H49NO4
MAM00261m	10,13,16,19-docosatetraenoylcarnitine	Mitochondria	C29H49NO4
MAM00261r	10,13,16,19-docosatetraenoylcarnitine	Endoplasmic reticulum	C29H49NO4
MAM00262c	10,13,16,19-docosatetraenoyl-CoA	Cytosol	C43H66N7O17P3S
MAM00262m	10,13,16,19-docosatetraenoyl-CoA	Mitochondria	C43H66N7O17P3S
MAM00262r	10,13,16,19-docosatetraenoyl-CoA	Endoplasmic reticulum	C43H66N7O17P3S
MAM00263c	10,13,16-docosatrienoylcarnitine	Cytosol	C29H51NO4
MAM00263m	10,13,16-docosatrienoylcarnitine	Mitochondria	C29H51NO4
MAM00263r	10,13,16-docosatrienoylcarnitine	Endoplasmic reticulum	C29H51NO4
MAM00264c	10,13,16-docosatrienoyl-CoA	Cytosol	C43H68N7O17P3S
MAM00264m	10,13,16-docosatrienoyl-CoA	Mitochondria	C43H68N7O17P3S
MAM00264r	10,13,16-docosatrienoyl-CoA	Endoplasmic reticulum	C43H68N7O17P3S
MAM00265c	10,13,16-docosatriynoic acid	Cytosol	C22H37O2
MAM00265l	10,13,16-docosatriynoic acid	Lysosome	C22H37O2
MAM00265r	10,13,16-docosatriynoic acid	Endoplasmic reticulum	C22H37O2
MAM00265e	10,13,16-docosatriynoic acid	Extracellular	C22H37O2
MAM00266c	10-formyl-THF	Cytosol	C20H21N7O7
MAM00266l	10-formyl-THF	Lysosome	C20H21N7O7
MAM00266m	10-formyl-THF	Mitochondria	C20H21N7O7
MAM00266e	10-formyl-THF	Extracellular	C20H21N7O7
MAM00267c	10-formyl-THF-glu(5)	Cytosol	C40H45N11O19
MAM00267l	10-formyl-THF-glu(5)	Lysosome	C40H45N11O19
MAM00267m	10-formyl-THF-glu(5)	Mitochondria	C40H45N11O19
MAM00267e	10-formyl-THF-glu(5)	Extracellular	C40H45N11O19
MAM00268c	10-formyl-THF-glu(6)	Cytosol	C45H51N12O22
MAM00268l	10-formyl-THF-glu(6)	Lysosome	C45H51N12O22
MAM00268m	10-formyl-THF-glu(6)	Mitochondria	C45H51N12O22
MAM00268e	10-formyl-THF-glu(6)	Extracellular	C45H51N12O22
MAM00269c	10-formyl-THF-glu(7)	Cytosol	C50H57N13O25
MAM00269l	10-formyl-THF-glu(7)	Lysosome	C50H57N13O25
MAM00269m	10-formyl-THF-glu(7)	Mitochondria	C50H57N13O25
MAM00269e	10-formyl-THF-glu(7)	Extracellular	C50H57N13O25
MAM00270c	10-HETE	Cytosol	C20H31O3
MAM00270r	10-HETE	Endoplasmic reticulum	C20H31O3
MAM00271c	10-hydroperoxy-H4-neuroprostane	Cytosol	C22H31O6
MAM00272c	10-hydroxy-D4-neuroprostane	Cytosol	C22H31O5
MAM00273c	10-hydroxy-E4-neuroprostane	Cytosol	C22H31O5
MAM00274c	10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide	Cytosol	C24H40O10
MAM00274r	10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide	Endoplasmic reticulum	C24H40O10
MAM00275c	10-peroxy-docosahexaenoate	Cytosol	C22H30O4
MAM00276c	11,12,15-THETA	Cytosol	C20H33O5
MAM00277c	11,12-DHET	Cytosol	C20H33O4
MAM00278c	11,12-dihydroxy-(5E,7E,9E,14Z)-eicosatetraenoate	Cytosol	C20H31O4
MAM00279c	11,12-EET	Cytosol	C20H31O3
MAM00280c	11,14,15-THETA	Cytosol	C20H33O5
MAM00281c	11,15-cyclo-12,14-cycloperoxy-8-hydroperoxy-(5Z,9E)-eicosadienoate	Cytosol	C20H31O6
MAM00282c	11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic acid	Cytosol	C20H33O5
MAM00283c	11beta,17alpha,21-trihydroxypregnenolone	Cytosol	C21H32O5
MAM00284c	11beta-hydroxyandrost-4-ene-3,17-dione	Cytosol	C19H26O3
MAM00284m	11beta-hydroxyandrost-4-ene-3,17-dione	Mitochondria	C19H26O3
MAM00284r	11beta-hydroxyandrost-4-ene-3,17-dione	Endoplasmic reticulum	C19H26O3
MAM00285c	11beta-hydroxyprogesterone	Cytosol	C21H30O3
MAM00286m	11-carboxy-alpha-chromanol	Mitochondria	C26H41O4
MAM00287m	11-carboxy-alpha-tocotrienol	Mitochondria	C26H37O4
MAM00288m	11-carboxy-gamma-chromanol	Mitochondria	C25H39O4
MAM00289m	11-carboxy-gamma-tocotrienol	Mitochondria	C25H35O4
MAM00290c	11-cis-retinal	Cytosol	C20H28O
MAM00291c	11-cis-retinol	Cytosol	C20H30O
MAM00292c	11-cis-retinyl-palmitate	Cytosol	C36H60O2
MAM00293c	11-dehydro-thromboxane B2	Cytosol	C20H31O6
MAM00294c	11-deoxycorticosterone	Cytosol	C21H30O3
MAM00294m	11-deoxycorticosterone	Mitochondria	C21H30O3
MAM00294r	11-deoxycorticosterone	Endoplasmic reticulum	C21H30O3
MAM00295c	11-deoxycortisol	Cytosol	C21H30O4
MAM00295m	11-deoxycortisol	Mitochondria	C21H30O4
MAM00295r	11-deoxycortisol	Endoplasmic reticulum	C21H30O4
MAM00296c	11h-14,15-EETA	Cytosol	C20H31O4
MAM00297c	11-HETE	Cytosol	C20H31O3
MAM00298c	11-HpODE	Cytosol	C18H31O4
MAM00299c	11-hydroperoxy-H4-neuroprostane	Cytosol	C22H31O6
MAM00300c	11-hydroxy-D4-neuroprostane	Cytosol	C22H31O5
MAM00301c	11-hydroxy-E4-neuroprostane	Cytosol	C22H31O5
MAM00302c	11-peroxy-(5Z,8Z,12E,14Z)-eicosatetraenoate	Cytosol	C20H30O4
MAM00303c	11-peroxy-docosahexaenoate	Cytosol	C22H30O4
MAM00304c	11-trans-LTE4	Cytosol	C23H37NO5S
MAM00305c	12(13)-EpOME	Cytosol	C18H31O3
MAM00305r	12(13)-EpOME	Endoplasmic reticulum	C18H31O3
MAM00306c	12(R)-HPETE	Cytosol	C20H31O4
MAM00307c	12(S)-HETE	Cytosol	C20H31O3
MAM00307r	12(S)-HETE	Endoplasmic reticulum	C20H31O3
MAM00308c	12(S)-HHT	Cytosol	C17H27O3
MAM00309c	12(S)-HPETE	Cytosol	C20H31O4
MAM00309x	12(S)-HPETE	Peroxisome	C20H31O4
MAM00309r	12(S)-HPETE	Endoplasmic reticulum	C20H31O4
MAM00309e	12(S)-HPETE	Extracellular	C20H31O4
MAM00310c	12,13-epoxy-(6Z,9Z)-octadecadienoic acid	Cytosol	C18H29O3
MAM00311c	12,13-epoxy-9-alkoxy-(10E)-octadecenoate	Cytosol	C18H30O4
MAM00312c	12,13-epoxy-9-hydroperoxy-(10E)-octadecenoate	Cytosol	C18H31O5
MAM00313c	12,13-epoxylinoleic acid-radical	Cytosol	C18H30O3
MAM00314c	12,13-hydroxyoctadec-9(z)-enoate	Cytosol	C18H33O4
MAM00314r	12,13-hydroxyoctadec-9(z)-enoate	Endoplasmic reticulum	C18H33O4
MAM00315c	12,15,18,21-tetracosatetraenoic acid	Cytosol	C24H39O2
MAM00315l	12,15,18,21-tetracosatetraenoic acid	Lysosome	C24H39O2
MAM00315r	12,15,18,21-tetracosatetraenoic acid	Endoplasmic reticulum	C24H39O2
MAM00315e	12,15,18,21-tetracosatetraenoic acid	Extracellular	C24H39O2
MAM00316c	12,15,18,21-tetracosatetraenoylcarnitine	Cytosol	C31H53NO4
MAM00316r	12,15,18,21-tetracosatetraenoylcarnitine	Endoplasmic reticulum	C31H53NO4
MAM00317c	12,15,18,21-tetracosatetraenoyl-CoA	Cytosol	C45H70N7O17P3S
MAM00317x	12,15,18,21-tetracosatetraenoyl-CoA	Peroxisome	C45H70N7O17P3S
MAM00317r	12,15,18,21-tetracosatetraenoyl-CoA	Endoplasmic reticulum	C45H70N7O17P3S
MAM00318c	12,20-diHETE	Cytosol	C20H31O4
MAM00318r	12,20-diHETE	Endoplasmic reticulum	C20H31O4
MAM00319c	12,20-dioxo-LTB4	Cytosol	C20H27O5
MAM00320c	12-epi-LTB4	Cytosol	C20H31O4
MAM00321c	12-hetre	Cytosol	C20H33O3
MAM00322c	12-hydroperoxyeicosatetraenoate-glyceryl-ester	Cytosol	C23H38O6
MAM00323c	12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate	Cytosol	C24H40O10
MAM00323r	12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate	Endoplasmic reticulum	C24H40O10
MAM00324r	12-hydroxy-arachidonate	Endoplasmic reticulum	C20H31O3
MAM00325c	12-hydroxydodecanoic acid	Cytosol	C12H23O3
MAM00325e	12-hydroxydodecanoic acid	Extracellular	C12H23O3
MAM00326c	12-keto-LTB4	Cytosol	C20H29O4
MAM00326m	12-keto-LTB4	Mitochondria	C20H29O4
MAM00326x	12-keto-LTB4	Peroxisome	C20H29O4
MAM00326r	12-keto-LTB4	Endoplasmic reticulum	C20H29O4
MAM00327c	12-O-D-glucuronoside-13-hydroxyoctadec-(9Z)-enoate	Cytosol	C24H40O10
MAM00327r	12-O-D-glucuronoside-13-hydroxyoctadec-(9Z)-enoate	Endoplasmic reticulum	C24H40O10
MAM00328c	12-oxo-10,11-dihydro-20-COOH-LTB4	Cytosol	C20H28O6
MAM00328r	12-oxo-10,11-dihydro-20-COOH-LTB4	Endoplasmic reticulum	C20H28O6
