rxns	rxnNames	formulas	grRules	subSystems
MAR04091	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)	malate[m] + NADP+[m] => CO2[m] + NADPH[m] + pyruvate[m]	ENSG00000082212 or ENSG00000151376	Pyruvate metabolism
MAR04093	Acetyl-CoA hydrolase	acetyl-CoA[c] + H2O[c] => acetate[c] + CoA[c] + H+[c]	ENSG00000172497	Pyruvate metabolism
MAR04095	Acetyl-CoA hydrolase	acetyl-CoA[m] + H2O[m] => acetate[m] + CoA[m] + H+[m]	ENSG00000172497	Pyruvate metabolism
MAR04101	GTP:oxaloacetate carboxy-lyase (adding GTP	GTP[c] + OAA[c] => CO2[c] + GDP[c] + PEP[c]	ENSG00000124253	Pyruvate metabolism
MAR04103	GTP:oxaloacetate carboxy-lyase (adding GTP	GTP[m] + OAA[m] => CO2[m] + GDP[m] + PEP[m]	ENSG00000100889	Pyruvate metabolism
MAR04143	Pyruvate:carbon-dioxide ligase (ADP-forming)	ATP[m] + HCO3-[m] + pyruvate[m] => ADP[m] + H+[m] + OAA[m] + Pi[m]	ENSG00000173599	Pyruvate metabolism
MAR04193	CTP:pyruvate 2-O-phosphotransferase	CDP[c] + H+[c] + PEP[c] => CTP[c] + pyruvate[c]	ENSG00000067225 or ENSG00000143627	Pyruvate metabolism
MAR08497		H+[c] + methylglyoxal[c] + NADPH[c] => hydroxyacetone[c] + NADP+[c]	ENSG00000053371 or ENSG00000085662 or ENSG00000117448	Pyruvate metabolism
MAR08498		acetone[c] + H+[c] + NADPH[c] + O2[c] => H2O[c] + hydroxyacetone[c] + NADP+[c]	ENSG00000130649	Pyruvate metabolism
MAR08499		H+[c] + hydroxyacetone[c] + NADPH[c] + O2[c] => 2 H2O[c] + methylglyoxal[c] + NADP+[c]	ENSG00000130649	Pyruvate metabolism
MAR08500		H+[c] + hydroxyacetone[c] + NADPH[c] => NADP+[c] + propane-1,2-diol[c]	ENSG00000053371 or ENSG00000085662 or ENSG00000117448	Pyruvate metabolism
MAR08501		H+[c] + methylglyoxal[c] + NADPH[c] => D-lactaldehyde[c] + NADP+[c]	ENSG00000137106	Pyruvate metabolism
MAR08502	(R)-Lactaldehyde:NAD+ oxidoreductase (glutathione-formylating)	(R)-S-lactoylglutathione[c] + H+[c] + NADH[c] <=> D-lactaldehyde[c] + GSH[c] + NAD+[c]	ENSG00000147576 or ENSG00000172955 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144	Pyruvate metabolism
MAR08503		H2O[c] + lactaldehyde[c] + NAD+[c] => 2 H+[c] + L-lactate[c] + NADH[c]	ENSG00000006534 or ENSG00000072210 or ENSG00000108602 or ENSG00000132746 or ENSG00000143149 or ENSG00000164904 or ENSG00000184254	Pyruvate metabolism
MAR08504	(R)-Lactaldehyde:NAD+ 2-oxidoreductase	D-lactaldehyde[c] + H2O[c] + NAD+[c] => D-lactate[c] + 2 H+[c] + NADH[c]	ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904	Pyruvate metabolism
MAR08506		H2O[m] + lactaldehyde[m] + NAD+[m] => 2 H+[m] + L-lactate[m] + NADH[m]	ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904	Pyruvate metabolism
MAR08507		NAD+[c] + propane-1,2-diol[c] => D-lactaldehyde[c] + H+[c] + NADH[c]	ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144	Pyruvate metabolism
MAR08508		NAD+[c] + propane-1,2-diol[c] => H+[c] + lactaldehyde[c] + NADH[c]	ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144	Pyruvate metabolism
MAR08509		D-lactaldehyde[c] + H+[c] + NADPH[c] => NADP+[c] + propane-1,2-diol[c]	ENSG00000053371 or ENSG00000085662 or ENSG00000117448	Pyruvate metabolism
MAR08511	(R)-S-Lactoylglutathione hydrolase	(R)-S-lactoylglutathione[m] + H2O[m] => D-lactate[m] + GSH[m] + H+[m]	ENSG00000063854 or ENSG00000103253	Pyruvate metabolism
MAR08512	(R)-Lactate:NAD+ oxidoreductase	D-lactate[c] + NAD+[c] <=> H+[c] + NADH[c] + pyruvate[c]	ENSG00000166816	Pyruvate metabolism
MAR08514	(S)-Lactate:ferricytochrome-c 2-oxidoreductase	2 ferricytochrome C[m] + L-lactate[c] => 2 ferrocytochrome C[m] + 2 H+[c] + pyruvate[c]	ENSG00000166816 or ENSG00000182224	Pyruvate metabolism
MAR08516	glycerone-phosphate phosphate-lyase (methylglyoxal-forming)	DHAP[c] => methylglyoxal[c] + Pi[c]	ENSG00000148090	Pyruvate metabolism
MAR08517	glycerone-phosphate phosphate-lyase (methylglyoxal-forming)	D-glyceraldehyde 3-phosphate[c] => methylglyoxal[c] + Pi[c]		Pyruvate metabolism
MAR04280	(S)-Lactate:NAD+ oxidoreductase	H+[m] + NADH[m] + pyruvate[m] <=> L-lactate[m] + NAD+[m]	ENSG00000111716 or ENSG00000171989	Pyruvate metabolism
MAR00153	Propanoate:CoA ligase (AMP-forming)	ATP[c] + CoA[c] + propanoate[c] => AMP[c] + PPi[c] + propanoyl-CoA[c]	ENSG00000111058 or ENSG00000131069 or ENSG00000154930	Propanoate metabolism
MAR03212		FAD[m] + propanoyl-CoA[m] => acrylyl-CoA[m] + FADH2[m]	ENSG00000117054 or ENSG00000122971 or ENSG00000151498 or ENSG00000177646 or ENSG00000196177 or ENSG00000240303	Propanoate metabolism
MAR03797	Propanoate:CoA ligase (AMP-forming)	ATP[m] + CoA[m] + propanoate[m] => AMP[m] + PPi[m] + propanoyl-CoA[m]	ENSG00000111058 or ENSG00000131069 or ENSG00000154930	Propanoate metabolism
MAR03800		2-oxobutyrate[m] + CoA[m] + NAD+[m] => CO2[m] + NADH[m] + propanoyl-CoA[m]	ENSG00000083123 and ENSG00000091140 and ENSG00000137992 and ENSG00000248098	Propanoate metabolism
MAR04105	malonyl-CoA carboxy-lyase (acetyl-CoA-forming)	H+[c] + malonyl-CoA[c] => acetyl-CoA[c] + CO2[c]	ENSG00000103150	Propanoate metabolism
MAR04106	malonyl-CoA carboxy-lyase (acetyl-CoA-forming)	H+[m] + malonyl-CoA[m] => acetyl-CoA[m] + CO2[m]	ENSG00000103150	Propanoate metabolism
MAR04107	malonyl-CoA carboxy-lyase (acetyl-CoA-forming)	H+[x] + malonyl-CoA[x] => acetyl-CoA[x] + CO2[x]	ENSG00000103150	Propanoate metabolism
MAR04282	3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)	3-oxopropanoate[m] + CoA[m] + NAD+[m] => acetyl-CoA[m] + CO2[m] + NADH[m]	ENSG00000119711	Propanoate metabolism
MAR04331	Propionyladenylate:CoA propionyltransferase	AMP[c] + H+[c] + propanoyl-CoA[c] <=> CoA[c] + propinol adenylate[c]	ENSG00000111058 or ENSG00000131069 or ENSG00000154930	Propanoate metabolism
MAR04459	ATP:propanoate adenylyltransferase	ATP[c] + H+[c] + propanoate[c] => PPi[c] + propinol adenylate[c]	ENSG00000111058 or ENSG00000131069 or ENSG00000154930	Propanoate metabolism
MAR04460	ATP:propanoate adenylyltransferase	ATP[m] + H+[m] + propanoate[m] => PPi[m] + propinol adenylate[m]	ENSG00000111058 or ENSG00000131069 or ENSG00000154930	Propanoate metabolism
MAR04464	Acetoacetate carboxy-lyase (acetone-forming)	acetoacetate[m] + H+[m] => acetone[m] + CO2[m]		Propanoate metabolism
MAR04497	3-hydroxypropanoate:NAD+ oxidoreductase	hydracrylate[m] + NAD+[m] => 3-oxopropanoate[m] + H+[m] + NADH[m]	ENSG00000116133	Propanoate metabolism
MAR04741		3-hydroxypropionyl-CoA[m] + H2O[m] => CoA[m] + H+[m] + hydracrylate[m]	ENSG00000198130	Propanoate metabolism
MAR08078	propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)	H2O[c] + OAA[c] + propanoyl-CoA[c] => 2-methylcitrate[c] + CoA[c] + H+[c]		Propanoate metabolism
MAR09803	3-oxopropionyl-CoA:NAD+ oxidoreductase	2 H+[m] + malonyl-CoA[m] + NADPH[m] <=> H2O[m] + NADP+[m] + 3-oxopropionyl-CoA[m]		Propanoate metabolism
MAR09804	3-hydroxypropionyl-CoA:NADP+ oxidoreductase	3-hydroxypropionyl-CoA[m] + NADP+[m] <=> H+[m] + NADPH[m] + 3-oxopropionyl-CoA[m]	ENSG00000087076 or ENSG00000099377 or ENSG00000100867 or ENSG00000109854 or ENSG00000121039 or ENSG00000138400 or ENSG00000139988 or ENSG00000145439 or ENSG00000159692 or ENSG00000160439 or ENSG00000164039 or ENSG00000167733 or ENSG00000170426 or ENSG00000170786 or ENSG00000176387 or ENSG00000183921 or ENSG00000184860 or ENSG00000186153 or ENSG00000187134 or ENSG00000197894 or ENSG00000198074 or ENSG00000198189 or ENSG00000198610 or ENSG00000204228 or ENSG00000227471 or ENSG00000240857	Propanoate metabolism
MAR00718	2-Hydroxyglutarate:(acceptor) 2-oxidoreductase	AKG[c] + FADH2[c] => 2-hydroxyglutarate[c] + FAD[c]	ENSG00000087299	Butanoate metabolism
MAR00719		AKG[c] + H+[c] + NADH[c] => 2-hydroxyglutarate[c] + NAD+[c]	ENSG00000092621	Butanoate metabolism
MAR01434	acetyl-CoA:acetyl-CoA C-acetyltransferase	acetoacetyl-CoA[c] + CoA[c] <=> 2 acetyl-CoA[c]	ENSG00000120437	Butanoate metabolism
MAR01436	Acetoacetate:CoA ligase (AMP-forming)	acetoacetate[c] + ATP[c] + CoA[c] => acetoacetyl-CoA[c] + AMP[c] + PPi[c]	ENSG00000081760	Butanoate metabolism
MAR03163	butanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase	butyryl-CoA[m] + FAD[m] => crotonyl-CoA[m] + FADH2[m]	ENSG00000117054 or ENSG00000122971 or ENSG00000151498 or ENSG00000177646 or ENSG00000196177 or ENSG00000240303	Butanoate metabolism
MAR04461	(R)-3-Hydroxybutanoate:NAD+ oxidoreductase	(R)-3-hydroxybutanoate[m] + NAD+[m] <=> acetoacetate[m] + H+[m] + NADH[m]	ENSG00000161267 or ENSG00000164039	Butanoate metabolism
MAR04604	acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	acetoacetyl-CoA[x] + acetyl-CoA[x] + H2O[x] => CoA[x] + H+[x] + HMG-CoA[x]	ENSG00000112972	Butanoate metabolism
MAR05351	2-hydroxybutyrate:NAD+ oxidoreductase	2-hydroxybutyrate[c] + NAD+[c] <=> 2-oxobutyrate[c] + H+[c] + NADH[c]	ENSG00000111716 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989	Butanoate metabolism
MAR07709	(3R)-3-hydroxybutanoyl-CoA hydro-lyase	(R)-3-hydroxybutanoyl-CoA[m] <=> crotonyl-CoA[m] + H2O[m]	ENSG00000121310	Butanoate metabolism
MAR04052	ATP:D-ribose-5-phosphate diphosphotransferase	ATP[c] + ribose-5-phosphate[c] => AMP[c] + H+[c] + PRPP[c]	ENSG00000101911 or ENSG00000147224 or ENSG00000229937	Pentose phosphate pathway
MAR04304	D-glucose-6-phosphate:NADP+ 1-oxidoreductase	glucose-6-phosphate[r] + NADP+[r] => glucono-1,5-lactone-6-phosphate[r] + H+[r] + NADPH[r]	ENSG00000160211	Pentose phosphate pathway
MAR04350	ATP:D-ribose 5-phosphotransferase	ADP[c] + H+[c] + ribose-5-phosphate[c] <=> ATP[c] + ribose[c]	ENSG00000171174	Pentose phosphate pathway
MAR04351	D-ribose-5-phosphate aldose-ketose-isomerase	ribose-5-phosphate[r] <=> ribulose-5-phosphate[r]	ENSG00000153574	Pentose phosphate pathway
MAR04352	D-ribose-5-phosphate aldose-ketose-isomerase	ribose-5-phosphate[c] <=> ribulose-5-phosphate[c]	ENSG00000153574	Pentose phosphate pathway
MAR04354	D-Ribose 1,5-phosphomutase	ribose-1-phosphate[c] <=> ribose-5-phosphate[c]	ENSG00000169299	Pentose phosphate pathway
MAR04398	2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)	2-deoxy-D-ribose-5-phosphate[c] <=> acetaldehyde[c] + D-glyceraldehyde 3-phosphate[c]	ENSG00000023697	Pentose phosphate pathway
MAR04404	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase	D-xylulose-5-phosphate[c] + erythrose-4-phosphate[c] <=> fructose-6-phosphate[c] + D-glyceraldehyde 3-phosphate[c]	ENSG00000007350 or ENSG00000151005 or ENSG00000163931	Pentose phosphate pathway
MAR04473	6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)	6-phospho-D-gluconate[r] + NADP+[r] => CO2[r] + NADPH[r] + ribulose-5-phosphate[r]	ENSG00000142657	Pentose phosphate pathway
MAR04474	Phosphogluconate dehydrogenase	6-phospho-D-gluconate[c] + NADP+[c] => CO2[c] + NADPH[c] + ribulose-5-phosphate[c]	ENSG00000142657	Pentose phosphate pathway
MAR04476	ATP:D-gluconate 6-phosphotransferase	6-phospho-D-gluconate[c] + ADP[c] + H+[c] <=> ATP[c] + D-gluconic acid[c]	ENSG00000148057	Pentose phosphate pathway
MAR04477	D-Ribulose-5-phosphate 3-epimerase	D-xylulose-5-phosphate[c] <=> ribulose-5-phosphate[c]	ENSG00000197713 or ENSG00000235376	Pentose phosphate pathway
MAR04501	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase	D-xylulose-5-phosphate[c] + ribose-5-phosphate[c] <=> D-glyceraldehyde 3-phosphate[c] + sedoheptulose-7-phosphate[c]	ENSG00000007350 or ENSG00000151005 or ENSG00000163931	Pentose phosphate pathway
MAR04565	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase	D-glyceraldehyde 3-phosphate[c] + sedoheptulose-7-phosphate[c] <=> erythrose-4-phosphate[c] + fructose-6-phosphate[c]	ENSG00000177156	Pentose phosphate pathway
MAR04567	ATP:Sedoheptulose 7-phosphate 1-phosphotransferase	ATP[c] + sedoheptulose-7-phosphate[c] => ADP[c] + H+[c] + sedoheptulose-1,7-bisphosphate[c]	ENSG00000067057 or ENSG00000141959 or ENSG00000152556	Pentose phosphate pathway
MAR09799	ATP:sedoheptulose 7-phosphate	ATP[c] + sedoheptulose[c] <=> ADP[c] + H+[c] + sedoheptulose-7-phosphate[c]	ENSG00000197417	Pentose phosphate pathway
MAR09800	ATP:sedoheptulose 1-phosphotransferase	ATP[c] + sedoheptulose[c] <=> ADP[c] + H+[c] + sedoheptulose-1-phosphate[c]	ENSG00000138030	Pentose phosphate pathway
MAR04623	6-Phospho-D-glucono-1,5-lactone lactonohydrolase	glucono-1,5-lactone-6-phosphate[r] + H2O[r] => 6-phospho-D-gluconate[r] + H+[r]	ENSG00000049239	Pentose phosphate pathway
MAR04625	6-Phospho-D-glucono-1,5-lactone lactonohydrolase	glucono-1,5-lactone-6-phosphate[c] + H2O[c] => 6-phospho-D-gluconate[c] + H+[c]	ENSG00000130313	Pentose phosphate pathway
MAR04710	2-deoxy-D-ribose 1-phosphate 1,5-phosphomutase	2-deoxy-D-ribose-1-phosphate[c] <=> 2-deoxy-D-ribose-5-phosphate[c]	ENSG00000169299	Pentose phosphate pathway
MAR04841		H+[c] + NADH[c] + ribose[c] <=> NAD+[c] + ribitol[c]	ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254	Pentose phosphate pathway
MAR08074	ATP:2-deoxy-D-ribose 5-phosphotransferase	ATP[c] + deoxyribose[c] => 2-deoxy-D-ribose-5-phosphate[c] + ADP[c] + H+[c]	ENSG00000171174	Pentose phosphate pathway
MAR08653	D-glucose-6-phosphate:NAD+ 1-oxidoreductase	glucono-1,5-lactone-6-phosphate[r] + H+[r] + NADH[r] <=> glucose-6-phosphate[r] + NAD+[r]	ENSG00000049239 or ENSG00000130313	Pentose phosphate pathway
MAR03998	ADP phosphohydrolase	ADP[c] + H2O[c] => AMP[c] + H+[c] + Pi[c]	ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586	Purine metabolism
MAR04000	ATP diphosphate-lyase (cyclizing	ATP[c] => cAMP[c] + PPi[c]	(ENSG00000061918 and ENSG00000164116) or ENSG00000070019 or ENSG00000078295 or ENSG00000101890 or ENSG00000121281 or ENSG00000129467 or ENSG00000132518 or ENSG00000138031 or ENSG00000143199 or ENSG00000152402 or ENSG00000155897 or ENSG00000159899 or ENSG00000162104 or ENSG00000164742 or ENSG00000169418 or ENSG00000173175 or ENSG00000174233	Purine metabolism
MAR04002	ATP:AMP phosphotransferase	2 ADP[c] <=> AMP[c] + ATP[c]	ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000140057 or ENSG00000147853 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000273841	Purine metabolism
MAR04004	ATP:AMP phosphotransferase	2 ADP[m] <=> AMP[m] + ATP[m]	ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000140057 or ENSG00000147853 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000273841	Purine metabolism
MAR04010	adenosine 5'-monophosphate phosphohydrolase	AMP[c] + H2O[c] => adenosine[c] + Pi[c]	ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309	Purine metabolism
MAR04081	adenosine 5'-monophosphate phosphohydrolase	AMP[e] + H2O[e] => adenosine[e] + Pi[e]	ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309	Purine metabolism
MAR04082	adenosine 5'-monophosphate phosphohydrolase	AMP[m] + H2O[m] => adenosine[m] + Pi[m]	ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309	Purine metabolism
MAR04012	ATP:adenosine 5'-phosphotransferase	adenosine[c] + ATP[c] => ADP[c] + AMP[c] + H+[c]	ENSG00000156110 or ENSG00000156136	Purine metabolism
MAR04014	adenosine 3',5'-phosphate 5'-nucleotidohydrolase	cAMP[c] + H2O[c] => AMP[c] + H+[c]	ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268	Purine metabolism
MAR04020	ATP:GMP phosphotransferase	ADP[c] + GDP[c] <=> ATP[c] + GMP[c]	ENSG00000143774	Purine metabolism
MAR04022	GTP diphosphate-lyase (cyclizing	GTP[c] => cGMP[c] + PPi[c]	(ENSG00000061918 and ENSG00000164116) or ENSG00000070019 or ENSG00000078295 or ENSG00000101890 or ENSG00000121281 or ENSG00000129467 or ENSG00000132518 or ENSG00000138031 or ENSG00000143199 or ENSG00000152402 or ENSG00000155897 or ENSG00000159899 or ENSG00000162104 or ENSG00000164742 or ENSG00000169418 or ENSG00000173175 or ENSG00000174233	Purine metabolism
MAR04038	IMP 1,2-hydrolase (decyclizing)	FAICAR[c] <=> H2O[c] + IMP[c]	ENSG00000138363	Purine metabolism
MAR04040	IMP:NAD+ oxidoreductase	H2O[c] + IMP[c] + NAD+[c] => H+[c] + NADH[c] + xanthosine-5-phosphate[c]	ENSG00000106348 or ENSG00000178035	Purine metabolism
MAR04042	IMP:L-aspartate ligase (GDP-forming)	aspartate[c] + GTP[c] + IMP[c] => adenylosuccinate[c] + GDP[c] + 2 H+[c] + Pi[c]	ENSG00000035687 or ENSG00000185100	Purine metabolism
MAR04046	Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)	ATP[c] + glutamine[c] + H2O[c] + xanthosine-5-phosphate[c] => AMP[c] + glutamate[c] + GMP[c] + 2 H+[c] + PPi[c]	ENSG00000163655	Purine metabolism
MAR04048	Guanosine 3',5'-cyclic phosphate 5'-nucleotidohydrolase	cGMP[c] + H2O[c] => GMP[c] + H+[c]	ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268	Purine metabolism
MAR04080	AMP aminohydrolase	AMP[c] + H2O[c] => IMP[c] + NH3[c]	ENSG00000116337 or ENSG00000116748 or ENSG00000133805	Purine metabolism
MAR04085	AMP:diphosphate phospho-D-ribosyltransferase	adenine[c] + PRPP[c] => AMP[c] + PPi[c]	ENSG00000198931	Purine metabolism
MAR04086	AMP:diphosphate phospho-D-ribosyltransferase	adenine[e] + PRPP[e] => AMP[e] + PPi[e]	ENSG00000198931	Purine metabolism
MAR04134	GDP phosphohydrolase	GDP[e] + H2O[e] => GMP[e] + H+[e] + Pi[e]	ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586	Purine metabolism
MAR04135	ATP:GMP phosphotransferase	ADP[m] + GDP[m] <=> ATP[m] + GMP[m]	ENSG00000143774	Purine metabolism
MAR04168	GTP diphosphohydrolase (diphosphate-forming)	GTP[c] + H2O[c] => GMP[c] + H+[c] + PPi[c]	ENSG00000125877	Purine metabolism
MAR04171	GTP:pyruvate 2-O-phosphotransferase	GDP[c] + H+[c] + PEP[c] => GTP[c] + pyruvate[c]	ENSG00000067225 or ENSG00000143627	Purine metabolism
MAR04290	ITP phosphohydrolase	H2O[e] + ITP[e] => H+[e] + IDP[e] + Pi[e]	ENSG00000138185 or ENSG00000168032 or ENSG00000188833	Purine metabolism
MAR04406	5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating)	glutamine[c] + H2O[c] + PRPP[c] => 5-phosphoribosylamine[c] + glutamate[c] + PPi[c]	ENSG00000128059	Purine metabolism
MAR04412	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)	AMP[c] + fumarate[c] <=> adenylosuccinate[c]	ENSG00000100354 or ENSG00000239900	Purine metabolism
MAR04417	inosine 5'-monophosphate phosphohydrolase	H2O[c] + IMP[c] => inosine[c] + Pi[c]	ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309	Purine metabolism
MAR04418	IMP:diphosphate phospho-D-ribosyltransferase	hypoxanthine[c] + PRPP[c] => IMP[c] + PPi[c]	ENSG00000165704	Purine metabolism
MAR04419	inosine-5'-phosphate:NADP+ oxidoreductase (aminating)	GMP[c] + H+[c] + NADPH[c] => IMP[c] + NADP+[c] + NH3[c]	ENSG00000100938 or ENSG00000137198	Purine metabolism
MAR04421	dATP:pyruvate 2-O-phosphotransferase	dADP[c] + H+[c] + PEP[c] => dATP[c] + pyruvate[c]	ENSG00000067225 or ENSG00000143627	Purine metabolism
MAR04449	guanosine 5'-monophosphate phosphohydrolase	GMP[c] + H2O[c] => guanosine[c] + Pi[c]	ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309	Purine metabolism
MAR04450	guanosine 5'-monophosphate phosphohydrolase	GMP[e] + H2O[e] => guanosine[e] + Pi[e]	ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309	Purine metabolism
MAR04451	ATP:guanosine 5'-phosphotransferase	ADP[m] + GMP[m] + H+[m] => ATP[m] + guanosine[m]		Purine metabolism
MAR04452	GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase	guanine[c] + PRPP[c] => GMP[c] + PPi[c]	ENSG00000165704	Purine metabolism
MAR04453	Xanthosine-5'-phosphate:ammonia ligase (AMP-forming)	ATP[c] + NH3[c] + xanthosine-5-phosphate[c] => AMP[c] + GMP[c] + H+[c] + PPi[c]	ENSG00000163655	Purine metabolism
